"Username","Stimuli.Cue","affordance_parsed","word","lemma","POS.y"
"w10107621_ssm","Grasshopper","stepped on","stepped","step","VERB"
"w10073018_JKF","grater","cheese","cheese","cheese","NOUN"
"w10120216_jwwj","grater","grate","grate","grate","VERB"
"w10042527_rkw","grave","burying","burying","bury","VERB"
"w10042527_rkw","grave","digging","digging","digge","VERB"
"w10042527_rkw","grave","stepping","stepping","step","VERB"
"w10140932","grave","to be buried in","buried","bury","VERB"
"w10135087","gravel","drive ","drive","drive","VERB"
"w10135087","gravel","stand","stand","stand","VERB"
"w141641scb","graveyard","burying the dead","burying","bury","VERB"
"w141641scb","graveyard","burying the dead","dead","dead","ADJ"
"w10085133_dpl","graveyard","burying","burying","bury","VERB"
"w141641scb","graveyard","crying","crying","cry","VERB"
"w10135630","graveyard","dead","dead","dead","ADJ"
"w141641scb","graveyard","digging","digging","digge","VERB"
"w141641scb","graveyard","digging","digging","digge","VERB"
"w10085133_dpl","graveyard","digging","digging","digge","VERB"
"w10085133_dpl","graveyard","digging","digging","digge","VERB"
"w141641scb","graveyard","funerals","funerals","funeral","NOUN"
"w141641scb","graveyard","gathering","gathering","gather","VERB"
"w141641scb","graveyard","headstones","headstones","headstone","NOUN"
"w10085133_dpl","graveyard","holding","holding","hold","VERB"
"w141641scb","graveyard","memorials","memorials","memorial","VERB"
"w10085133_dpl","graveyard","mourning","mourning","mourn","VERB"
"w141641scb","graveyard","praying","praying","pray","VERB"
"w141641scb","graveyard","visiting","visiting","visit","VERB"
"w10136388","gravy","ate","ate","eat","VERB"
"w10136388","gravy","bought","bought","buy","VERB"
"w10136388","gravy","cooked","cooked","cook","VERB"
"w10133928","gravy","eat","eat","eat","VERB"
"w10060037","gravy","eaten","eaten","eat","VERB"
"w10133928","gravy","moisten","moisten","moisten","ADV"
"w10060037","gravy","sauce","sauce","sauce","NOUN"
"w10113823_DH","gravy","use on mash potatos","mash","mash","VERB"
"w10113823_DH","gravy","use on mash potatos","potato","potato","VERB"
"w10113823_DH","gravy","use on mash potatos","use","use","VERB"
"w10148278_vm","grease","attract bugs","attract","attract","NOUN"
"w10148278_vm","grease","attract bugs","bugs","bug","NOUN"
"w10148278_vm","grease","cook with it","cook","cake","VERB"
"w856721tc","grease","cooking","cooking","cook","VERB"
"w10148278_vm","grease","hold down fly away hair","away","away","ADV"
"w10148278_vm","grease","hold down fly away hair","fly","fly","VERB"
"w10148278_vm","grease","hold down fly away hair","hair","hair","NOUN"
"w10148278_vm","grease","hold down fly away hair","hold","hold","VERB"
"w218848","greenery","decorate","decorate","decorate","VERB"
"w10011881DND","greenery","design","design","design","VERB"
"w10104063_cmc","greenery","flowers","flowers","flower","NOUN"
"w10127945","greenery","grow","grow","grow","VERB"
"w10104063_cmc","greenery","hobby","hobby","hobby","NOUN"
"w10104063_cmc","greenery","plants","plants","plant","NOUN"
"w10127945","greenery","see","see","see","VERB"
"w10042222@usm.edu","greyhound","clean","clean","clean","VERB"
"w10042222@usm.edu","greyhound","feed","feed","feed","VERB"
"w10145509_jh","greyhound","hunt","hunt","hunt","VERB"
"w10042222@usm.edu","greyhound","play with","play","play","VERB"
"w10043696_llc","greyhound","playing","playing","play","VERB"
"w10043696_llc","greyhound","running","running","run","VERB"
"w10042222@usm.edu","greyhound","taken as pet","pet","pet","VERB"
"w10042222@usm.edu","greyhound","taken as pet","taken","take","VERB"
"w10042222@usm.edu","greyhound","touched","touched","touch","VERB"
"w10043696_llc","greyhound","walking","walking","walk","VERB"
"w10136388","griddle","broken","broken","break","VERB"
"w10113823_DH","griddle","cook","cook","cake","VERB"
"w10113823_DH","griddle","cook","cook","cake","VERB"
"w10133928","griddle","cook","cook","cake","VERB"
"w10133928","griddle","cook","cook","cake","VERB"
"w10060037","griddle","cooking","cooking","cook","NOUN"
"w10136388","griddle","crushed","crushed","crush","VERB"
"w10113823_DH","griddle","go camping","camping","camp","VERB"
"w10113823_DH","griddle","go camping","go","go","VERB"
"w10060037","griddle","grilling","grilling","grill","VERB"
"w10133928","griddle","heat","heat","heat","VERB"
"w10136388","griddle","used","used","use","VERB"
"w10140655_tti","grits","eat","eat","eat","VERB"
"w10140655_tti","grits","eat","eat","eat","VERB"
"w10128564","grits","eat","eat","eat","VERB"
"w10128564","grits","eat","eat","eat","VERB"
"w10128564","grits","throw away","away","away","ADV"
"w10140655_tti","grits","warm","warm","warm","VERB"
"w10064133_JDH","groceries","food","food","food","VERB"
"w10064133_JDH","groceries","holiday","holiday","holiday","NOUN"
"w10136251","groceries","pantry","pantry","pantry","NOUN"
"w10064133_JDH","groceries","party","party","party","NOUN"
"w10064133_JDH","groceries","water","water","water","NOUN"
"w926509_ccl","groom","bride","bride","bride","NOUN"
"w926509_ccl","groom","cats do this","cats","cat","NOUN"
"w926509_ccl","groom","people do this to themselves","people","people","NOUN"
"w10112940_gcr","ground","brings water","brings","bring","NOUN"
"w10112940_gcr","ground","brings water","water","water","VERB"
"w10112940_gcr","ground","build homes from","build","build","VERB"
"w10112940_gcr","ground","build homes from","homes","home","NOUN"
"w10112940_gcr","ground","can protect","can","can","AUX"
"w10112940_gcr","ground","can protect","protect","protect","VERB"
"w10140769","ground","punish","punish","punish","VERB"
"w10112940_gcr","ground","significant for burials","significant","significant","ADJ"
"w10112940_gcr","ground","supports","supports","support","VERB"
"w10112940_gcr","ground","sustains","sustains","sustain","VERB"
"w10140769","ground","the floor","floor","floor","NOUN"
"w10155081_KD","groundsman","clips trees","clips","clip","VERB"
"w10155081_KD","groundsman","clips trees","trees","tree","NOUN"
"w10155081_KD","groundsman","gardens","gardens","garden","NOUN"
"w10155081_KD","groundsman","lays grass seed","grass","grass","NOUN"
"w10155081_KD","groundsman","lays grass seed","lays","lay","INTJ"
"w10155081_KD","groundsman","lays grass seed","seed","see","VERB"
"w10155081_KD","groundsman","mows lawn","lawn","lawn","NOUN"
"w10155081_KD","groundsman","mows lawn","mows","mow","VERB"
"w10155081_KD","groundsman","tends lands","lands","land","NOUN"
"w10155081_KD","groundsman","tends lands","tends","tend","VERB"
"w676610_ks","guard","ceremonies","ceremonies","ceremony","NOUN"
"w676610_ks","guard","watching for intruders","intruders","intruder","NOUN"
"w676610_ks","guard","watching for intruders","watching","watch","VERB"
"w10100732_AD","guardhouse","protect","protect","protect","VERB"
"w10129236_kj","guardhouse","watch","watch","watch","VERB"
"w10090639_amw","guest","comfort","comfort","comfort","VERB"
"w10075432_ky","guest","greet","greet","greet","VERB"
"w10075432_ky","guest","laugh with","laugh","laugh","VERB"
"w10075432_ky","guest","learn from","learn","learn","VERB"
"w10075432_ky","guest","love","love","love","VERB"
"w10075432_ky","guest","stare at","stare","stare","VERB"
"w10090639_amw","guest","talk","talk","talk","VERB"
"w10118246CHC","guesthouse","expanding","expanding","expand","VERB"
"w10118246CHC","guesthouse","renting","renting","rent","VERB"
"w10122777","Guitar","instrument music","instrument","instrument","NOUN"
"w10122777","Guitar","instrument music","music","music","VERB"
"10081607LR","Guitar","play music","music","music","VERB"
"10081607LR","Guitar","play music","play","play","VERB"
"w10112940_gcr","guitarist","can create a faux voice","can","can","AUX"
"w10112940_gcr","guitarist","can create a faux voice","create","create","VERB"
"w10112940_gcr","guitarist","can create a faux voice","faux","faux","SYM"
"w10112940_gcr","guitarist","can create a faux voice","voice","voice","NOUN"
"w10112940_gcr","guitarist","creates melody and harmony","creates","create","VERB"
"w10112940_gcr","guitarist","creates melody and harmony","harmony","harmony","NOUN"
"w10112940_gcr","guitarist","creates melody and harmony","melody","melody","NOUN"
"w10140769","guitarist","entertain people","entertain","entertain","ADJ"
"w10140769","guitarist","entertain people","people","people","NOUN"
"w10140769","guitarist","hobby","hobby","hobby","NOUN"
"w10112940_gcr","guitarist","important band member","band","band","NOUN"
"w10112940_gcr","guitarist","important band member","important","important","ADJ"
"w10112940_gcr","guitarist","important band member","member","member","NOUN"
"w10140769","guitarist","play music","music","music","NOUN"
"w10140769","guitarist","play music","play","play","VERB"
"w10112940_gcr","guitarist","pleasant to listen to","listen","listen","VERB"
"w10112940_gcr","guitarist","pleasant to listen to","pleasant","pleasant","ADJ"
"w10157208_AB","gum","bind objects","bind","bind","VERB"
"w10157208_AB","gum","bind objects","objects","object","VERB"
"w10157208_AB","gum","blow bubbles","blow","blow","VERB"
"w10157208_AB","gum","blow bubbles","bubbles","bubble","NOUN"
"w10157208_AB","gum","buy","buy","buy","VERB"
"w10087684_tmb","gum","chew","chew","chew","VERB"
"w10087684_tmb","gum","chew","chew","chew","VERB"
"w10157208_AB","gum","chew","chew","chew","VERB"
"w10157208_AB","gum","chew","chew","chew","VERB"
"w10157208_AB","gum","freeze","freeze","freeze","VERB"
"w10134977D.P.","gum","make a sculpture (if you really want to)","make","make","VERB"
"w10134977D.P.","gum","make a sculpture (if you really want to)","really","really","ADV"
"w10134977D.P.","gum","make a sculpture (if you really want to)","want","want","VERB"
"w10157208_AB","gum","put in hair","hair","hair","NOUN"
"w10157208_AB","gum","put in hair","put","put","VERB"
"w10157208_AB","gum","smack","smack","smack","VERB"
"w10157208_AB","gum","spit out","spit","spit","VERB"
"w10157208_AB","gum","stick under table","table","table","NOUN"
"w10087684_tmb","gum","stick","stick","stick","VERB"
"w10157208_AB","gum","swallow","swallow","swallow","VERB"
"w10157208_AB","gum","swallow","swallow","swallow","VERB"
"w10087684_tmb","gum","swallow","swallow","swallow","VERB"
"w10087684_tmb","gum","swallow","swallow","swallow","VERB"
"w10157208_AB","gum","throw out of window","window","window","NOUN"
"w10134977D.P.","gum","to chew","chew","chew","VERB"
"w10134977D.P.","gum","to make bubbles","bubbles","bubble","VERB"
"w10134977D.P.","gum","to make bubbles","make","make","VERB"
"w10134977D.P.","gum","to spit out","spit","spit","VERB"
"w10134977D.P.","gum","to swallow it","swallow","swallow","VERB"
"w10134977D.P.","gum","to use as tape","tape","tape","VERB"
"w10134977D.P.","gum","to use as tape","use","use","VERB"
"w10118246CHC","gumdrop","chewed","chewed","chew","VERB"
"w10118246CHC","gumdrop","eaten","eaten","eat","VERB"
"w10118246CHC","gumdrop","swallowed","swallowed","swallow","VERB"
"w10118246CHC","gumdrop","tasted","tasted","taste","VERB"
"w10118246CHC","gumdrop","thrown","thrown","throw","VERB"
"w10071291BY","gunfighter","fight","fight","fight","VERB"
"w10063218_acs","gunpowder","bomb","bomb","bomb","VERB"
"w10063218_acs","gunpowder","fire","fire","fire","VERB"
"w10063218_acs","gunpowder","gun","gun","gun","NOUN"
"W10135983RS","gunpowder","make bullets","bullets","bullet","NOUN"
"W10135983RS","gunpowder","make bullets","make","make","VERB"
"w895325_kaf","guy","as cook","cook","cake","VERB"
"w10111256","guy","hear","hear","hear","VERB"
"w10146424AJ","guy","help","help","help","VERB"
"w10111256","guy","touch","touch","touch","VERB"
"w10141284_kjb","gym","exercise","exercise","exercise","VERB"
"w10141284_kjb","gym","exercise","exercise","exercise","VERB"
"w10130700_kac","gym","exercise","exercise","exercise","VERB"
"w10130700_kac","gym","exercise","exercise","exercise","VERB"
"w10141284_kjb","gym","gain","gain","gain","VERB"
"w10141284_kjb","gym","practice","practice","practice","VERB"
"w10053855_kns","gym","socialize","socialize","socialize","VERB"
"w10130700_kac","gym","swim","swim","swim","VERB"
"w10130700_kac","gym","work out","work","work","VERB"
"w10053855_kns","gym","workout","workout","workout","VERB"
"w10116250_AAG","gymnasium","exercise","exercise","exercise","VERB"
"w10141264AL","gymnasium","playing","playing","play","VERB"
"w10141264AL","gymnasium","running","running","run","VERB"
"w10141264AL","gymnasium","weights","weights","weight","NOUN"
"w10141264AL","gymnasium","working","working","work","VERB"
"w10141264AL","gymnasium","yoga","yoga","yoga","VERB"
"w10140827_bms","gyroscope","maintains angular velocity","angular","angular","ADJ"
"w10140827_bms","gyroscope","maintains angular velocity","maintains","maintain","VERB"
"w10140827_bms","gyroscope","maintains angular velocity","velocity","velocity","NOUN"
"w10115532","gyroscope","spin","spin","spin","VERB"
"w101333088_ccb","gyroscope","studying","studying","study","VERB"
"w10048138_mts","hairbrush","a way to discipline my dog","discipline","discipline","VERB"
"w10048138_mts","hairbrush","a way to discipline my dog","dog","dog","NOUN"
"w10048138_mts","hairbrush","a way to discipline my dog","way","way","NOUN"
"w10156253","hairbrush","brush hair","brush","brush","VERB"
"w10156253","hairbrush","brush hair","hair","hair","NOUN"
"w10048138_mts","hairbrush","detangle hair","detangle","detangle","VERB"
"w10048138_mts","hairbrush","detangle hair","hair","hair","NOUN"
"w10051899_vpm","hairbrush","grooming","grooming","groome","VERB"
"w10048138_mts","hairbrush","microphone","microphone","microphone","VERB"
"w10120216_jwwj","hairdo","braided","braided","braide","VERB"
"w10073018_JKF","hairdo","brush ","brush","brush","VERB"
"w10120216_jwwj","hairdo","colored","colored","colore","VERB"
"w10073018_JKF","hairdo","comb","comb","comb","VERB"
"w10120216_jwwj","hairdo","crinkled","crinkled","crinkle","VERB"
"w10120216_jwwj","hairdo","curl","curl","curl","VERB"
"w10120216_jwwj","hairdo","cut","cut","cut","VERB"
"w10073018_JKF","hairdo","redo","redo","redo","VERB"
"w10120216_jwwj","hairdo","slicked","slicked","slick","VERB"
"w10120216_jwwj","hairdo","straightened","straightened","straighten","VERB"
"w10073018_JKF","hairdo","style","style","style","VERB"
"w10073018_JKF","hairdo","wash","wash","wash","VERB"
"w10100732_AD","hairline","grow","grow","grow","VERB"
"w10100732_AD","hairline","recede","recede","recede","VERB"
"w10122952BM","hairnet","contain hair","contain","contain","VERB"
"w10122952BM","hairnet","contain hair","hair","hair","NOUN"
"w10134960_kac","hairnet","covered","covered","cover","VERB"
"10115261_mmd","hairnet","safety","safety","safety","NOUN"
"w10134960_kac","hairnet","stored","stored","store","VERB"
"w10122952BM","hairnet","use while cooking","cooking","cook","VERB"
"w10122952BM","hairnet","use while cooking","use","use","VERB"
"w10122952BM","hairnet","use with wigs ","use","use","VERB"
"w10122952BM","hairnet","use with wigs ","wigs","wig","NOUN"
"w10134960_kac","hairnet","used","used","use","VERB"
"10115261_mmd","hairnet","water resistant","resistant","resistant","NOUN"
"10115261_mmd","hairnet","water resistant","water","water","NOUN"
"w10139268AS","hairpiece","applied","applied","apply","VERB"
"w10094701_sde","hairpiece","break","break","break","VERB"
"w10094701_sde","hairpiece","pull hair back","back","back","ADV"
"w10094701_sde","hairpiece","pull hair back","hair","hair","NOUN"
"w10094701_sde","hairpiece","pull hair back","pull","pull","VERB"
"w10139268AS","hairpiece","snapped","snapped","snap","VERB"
"w10139268AS","hairpiece","thrown","thrown","throw","VERB"
"w10144257KW","hairpin","drop","drop","drop","VERB"
"w10144257KW","hairpin","give","give","give","VERB"
"w10144257KW","hairpin","melt","melt","melt","VERB"
"w10144257KW","hairpin","pin","pin","pin","NOUN"
"w10144257KW","hairpin","pinch","pinch","pinch","VERB"
"w10144257KW","hairpin","throw","throw","throw","VERB"
"w10144257KW","hairpin","use","use","use","VERB"
"w10135087","hairstyle","practice","practice","practice","VERB"
"w10135087","hairstyle","wear","wear","wear","VERB"
"w10019623HH","hall","hide in","hide","hide","VERB"
"w10019623HH","hall","run down","run","run","VERB"
"w10137916_TP","hall","study","study","study","NOUN"
"w10019623HH","hall","walk down","walk","walk","VERB"
"w10137916_TP","hall","walk","walk","walk","VERB"
"10138473","ham","cooked","cooked","cook","VERB"
"10138473","ham","eaten","eaten","eat","VERB"
"10138473","ham","thrown away","away","away","ADV"
"10138473","ham","thrown away","thrown","throw","VERB"
"w10064133_JDH","hammer","building things","building","building","NOUN"
"w10064133_JDH","hammer","building things","things","thing","NOUN"
"w10064133_JDH","hammer","hit things","hit","hit","VERB"
"w10064133_JDH","hammer","hit things","things","thing","NOUN"
"w10064133_JDH","hammer","remove nails","nails","nails","NOUN"
"w10064133_JDH","hammer","remove nails","remove","remove","VERB"
"w10136251","hammer","used to fix something","fix","fix","VERB"
"w10136251","hammer","used to fix something","something","something","PRON"
"w10136251","hammer","used to fix something","used","use","VERB"
"w10136388","hammock","bought","bought","buy","VERB"
"w10136388","hammock","broken","broken","break","VERB"
"w10113823_DH","hammock","buy","buy","buy","VERB"
"w10113823_DH","hammock","donate","donate","donate","VERB"
"w10136388","hammock","hung","hung","hang","VERB"
"w10133928","hammock","lay","lay","lay","VERB"
"w10060037","hammock","nap","nap","nap","VERB"
"w10060037","hammock","rest","rest","rest","VERB"
"w10113823_DH","hammock","sell","sell","sell","VERB"
"w10133928","hammock","sleep ","sleep","sleep","VERB"
"w10113823_DH","hammock","sleep","sleep","sleep","VERB"
"w10136388","hammock","swung","swung","swing","VERB"
"w10136388","hammock","used","used","use","VERB"
"w10138333_jms","hamper","put clothes in","put","put","VERB"
"w10034608_cls","hamper","put things in it","put","put","VERB"
"w10034608_cls","hamper","put things in it","things","thing","NOUN"
"w10034608_cls","hamper","transport it","transport","transport","VERB"
"w10095061_jdn","hamster","caged","caged","cage","VERB"
"w10095061_jdn","hamster","fed","fed","feed","ADJ"
"w10095068","hamster","feed","feed","feed","VERB"
"w10095068","hamster","feed","feed","feed","VERB"
"w10128965ER","hamster","feed","feed","feed","VERB"
"w10128965ER","hamster","feed","feed","feed","VERB"
"w10095068","hamster","hold","hold","hold","VERB"
"w10095061_jdn","hamster","kept","kept","keep","VERB"
"w10095061_jdn","hamster","killed","killed","kill","VERB"
"w10095061_jdn","hamster","lost","lost","lose","ADJ"
"w10095068","hamster","pet","pet","pet","VERB"
"w10095068","hamster","pet","pet","pet","VERB"
"w10128965ER","hamster","pet","pet","pet","VERB"
"w10128965ER","hamster","pet","pet","pet","VERB"
"w10095068","hamster","play with","play","play","VERB"
"w10095068","hamster","play with","play","play","VERB"
"w10128965ER","hamster","play with","play","play","VERB"
"w10128965ER","hamster","play with","play","play","VERB"
"w10095068","hamster","put in ball","ball","ball","NOUN"
"w10095068","hamster","put in ball","put","put","VERB"
"w10095122_hr","hamster","take care of it","care","care","VERB"
"w10095122_hr","hamster","take care of it","take","take","VERB"
"w10095068","hamster","take care of","care","care","VERB"
"w10095068","hamster","take care of","take","take","VERB"
"w10095068","hamster","watch","watch","watch","VERB"
"w10144257KW","hamstring","pull","pull","pull","VERB"
"w10141284_kjb","hand","clap","clap","clap","VERB"
"w10130700_kac","hand","clean","clean","clean","VERB"
"w10053855_kns","hand","fold","fold","fold","VERB"
"w10053855_kns","hand","hold","hold","hold","VERB"
"w10141284_kjb","hand","paint","paint","paint","VERB"
"w10053855_kns","hand","pet","pet","pet","VERB"
"w10053855_kns","hand","shake","shake","shake","VERB"
"w10053855_kns","hand","snap","snap","snap","VERB"
"w10141284_kjb","hand","type","type","type","VERB"
"w10130700_kac","hand","use","use","use","VERB"
"w10141284_kjb","hand","wash","wash","wash","VERB"
"w10053855_kns","hand","wave","wave","wave","VERB"
"w10141284_kjb","hand","write","write","write","VERB"
"w10129737_ad","handbag","carry","carry","carry","VERB"
"w10129737_ad","handbag","carry","carry","carry","VERB"
"w10129737_ad","handbag","carry","carry","carry","VERB"
"w10156246_OLC","handbag","carry","carry","carry","VERB"
"w10156246_OLC","handbag","carry","carry","carry","VERB"
"w10156246_OLC","handbag","carry","carry","carry","VERB"
"w10134385JS","handbag","carry","carry","carry","VERB"
"w10134385JS","handbag","carry","carry","carry","VERB"
"w10134385JS","handbag","carry","carry","carry","VERB"
"w10156246_OLC","handbag","hold","hold","hold","VERB"
"w10156246_OLC","handbag","hold","hold","hold","VERB"
"w10134385JS","handbag","hold","hold","hold","VERB"
"w10134385JS","handbag","hold","hold","hold","VERB"
"w10134385JS","handbag","pack","pack","pack","VERB"
"w10156246_OLC","handbag","sling","sling","sl","VERB"
"w10156246_OLC","handbag","store","store","store","VERB"
"w10156246_OLC","handbag","throw","throw","throw","VERB"
"w10156246_OLC","handbag","throw","throw","throw","VERB"
"w10129737_ad","handbag","throw","throw","throw","VERB"
"w10129737_ad","handbag","throw","throw","throw","VERB"
"w10134385JS","handbag","tote","tote","tote","VERB"
"w10129737_ad","handbag","use","use","use","VERB"
"w10064133_JDH","handball","activity","activity","activity","NOUN"
"w10136251","handball","play","play","play","VERB"
"w926509_ccl","handbook","file in trashcan","file","file","VERB"
"w926509_ccl","handbook","file in trashcan","trashcan","trashcan","ADJ"
"w926509_ccl","handbook","instructions","instructions","instructions","NOUN"
"w926509_ccl","handbook","job expectations","expectations","expectation","NOUN"
"w926509_ccl","handbook","job expectations","job","job","NOUN"
"w926509_ccl","handbook","paper airplanes","airplanes","airplane","NOUN"
"w926509_ccl","handbook","paper airplanes","paper","paper","NOUN"
"w926509_ccl","handbook","paperweight","paperweight","paperweight","VERB"
"w926509_ccl","handbook","relays information","relays","relay","VERB"
"w10105965","handclasp","clasp","clasp","clasp","VERB"
"w10090639","handclasp","handshake","handshake","handshake","NOUN"
"w10156073_sb","handclasp","tie up hair","hair","hair","NOUN"
"w10156073_sb","handclasp","tie up hair","tie","tie","VERB"
"w10071291BY","handhold","compact","compact","compact","ADJ"
"w10071291BY","handhold","easy","easy","easy","ADJ"
"w10133128_KC","handhold","handy","handy","handy","ADJ"
"w10095068","handkerchief","blow nose in","blow","blow","VERB"
"w10095068","handkerchief","blow nose in","nose","nose","PRON"
"w10095122_hr","handkerchief","blow nose","blow","blow","VERB"
"w10095122_hr","handkerchief","blow nose","nose","nose","PRON"
"w10095122_hr","handkerchief","clean","clean","clean","VERB"
"w10095068","handkerchief","fold","fold","fold","VERB"
"w10095068","handkerchief","put in pocket","pocket","pocket","NOUN"
"w10095068","handkerchief","put in pocket","put","put","VERB"
"w10095068","handkerchief","wipe tears with ","tears","tear","VERB"
"w10095068","handkerchief","wipe tears with ","wipe","wipe","VERB"
"w10095122_hr","handkerchief","wipe tears","tears","tear","VERB"
"w10095122_hr","handkerchief","wipe tears","wipe","wipe","VERB"
"w10128965ER","handkerchief","wipe","wipe","wipe","VERB"
"w10095061_jdn","handkerchief","wiped","wiped","wip","VERB"
"w10104063_cmc","handle","break","break","break","VERB"
"w10127945","handle","close","close","close","VERB"
"w10127945","handle","close","close","close","VERB"
"w10011881DND","handle","close","close","close","VERB"
"w10011881DND","handle","close","close","close","VERB"
"w10104063_cmc","handle","fix","fix","fix","VERB"
"w10011881DND","handle","grip","grip","grip","VERB"
"w218848","handle","hold","hold","hold","VERB"
"w10104063_cmc","handle","move","move","move","VERB"
"w10011881DND","handle","open","open","open","VERB"
"w10011881DND","handle","open","open","open","VERB"
"w10011881DND","handle","open","open","open","VERB"
"w10127945","handle","open","open","open","VERB"
"w10127945","handle","open","open","open","VERB"
"w10127945","handle","open","open","open","VERB"
"w10104063_cmc","handle","open","open","open","VERB"
"w10104063_cmc","handle","open","open","open","VERB"
"w10104063_cmc","handle","open","open","open","VERB"
"w10011881DND","handle","turn","turn","turn","VERB"
"w10011881DND","handle","turn","turn","turn","VERB"
"w10104063_cmc","handle","turn","turn","turn","VERB"
"w10104063_cmc","handle","turn","turn","turn","VERB"
"w10104063_cmc","handle","use","use","use","VERB"
"w10104063_cmc","handle","work on","work","work","VERB"
"W10024445BC","handlebar","bicycle","bicycle","bicycle","NOUN"
"10142102andKR","handlebar","bike","bike","bike","NOUN"
"w10038845_asg","handlebar","grab","grab","grab","VERB"
"W10024445BC","handlebar","gripping","gripping","grip","VERB"
"w10038845_asg","handlebar","hold on","hold","hold","VERB"
"W10024445BC","handlebar","motorcycle","motorcycle","motorcycle","NOUN"
"w10038845_asg","handlebar","pull up","pull","pull","VERB"
"W10024445BC","handlebar","riding","riding","ride","VERB"
"w856721tc","handrail","ensure people don't fall","ensure","ensure","VERB"
"w856721tc","handrail","ensure people don't fall","people","people","NOUN"
"w10148278_vm","handrail","hang something on it","hang","hang","VERB"
"w10148278_vm","handrail","hang something on it","something","something","PRON"
"w856721tc","handrail","hold onto","hold","hold","VERB"
"w856721tc","handrail","hold onto","onto","onto","ADP"
"w10079083_bdd","handsaw","build","build","build","VERB"
"w10136710_edj","handsaw","cut wood","cut","cut","VERB"
"w10136710_edj","handsaw","cut wood","wood","wood","NOUN"
"w10079083_bdd","handsaw","cut","cut","cut","VERB"
"w10136710_edj","handsaw","to hang on the wall","hang","hang","VERB"
"w10136710_edj","handsaw","to hang on the wall","wall","wall","NOUN"
"w10136710_edj","handsaw","to keep in a toolshed","keep","keep","VERB"
"w10136710_edj","handsaw","to keep in a toolshed","toolshed","toolsh","VERB"
"w10094701_sde","handshake","high-five","five","five","NUM"
"w10094701_sde","handshake","high-five","high","high","INTJ"
"w10139268AS","handshake","shake hands","hands","hand","NOUN"
"w10139268AS","handshake","shake hands","shake","shake","VERB"
"w10128098","hanger","hang clothes","hang","hang","VERB"
"w10128098","hanger","hang clothes","hang","hang","VERB"
"w10142111_AS","hanger","hang clothes","hang","hang","VERB"
"w10142111_AS","hanger","hang clothes","hang","hang","VERB"
"w10128098","hanger","hold planes","hold","hold","VERB"
"w10128098","hanger","hold planes","planes","plane","NOUN"
"w10075432_ky","hangnail","bite off","bite","bite","VERB"
"w10090639_amw","hangnail","bite","bite","bite","VERB"
"w10090639_amw","hangnail","cut","cut","cut","VERB"
"w10119127_kmw","hangnail","fingers","fingers","finger","NOUN"
"w10075432_ky","hangnail","hurt someone with","hurt","hurt","VERB"
"w10075432_ky","hangnail","hurt someone with","someone","someone","PRON"
"w10075432_ky","hangnail","play with","play","play","VERB"
"w10075432_ky","hangnail","take off","take","take","VERB"
"w10119127_kmw","hangnail","toes","toes","toe","NOUN"
"lillie.ealum@usm.edu","hardcover","book","book","book","NOUN"
"w10085119","hardcover","protect books ","books","book","NOUN"
"w10085119","hardcover","protect books ","protect","protect","VERB"
"w10137767_tac","hardware","build","build","build","VERB"
"w10137767_tac","hardware","create","create","create","VERB"
"w10137767_tac","hardware","fix ","fix","fix","VERB"
"w10137767_tac","hardware","solve","solve","solve","VERB"
"w10110732","hardware","to furnish things","furnish","furnish","VERB"
"w10110732","hardware","to furnish things","things","thing","NOUN"
"w10138333_jms","hardwood","build with","build","build","VERB"
"w10034608_cls","hardwood","build","build","build","VERB"
"w10138333_jms","hardwood","cut","cut","cut","VERB"
"w10034608_cls","hardwood","sit on it","sit","sit","VERB"
"w10138333_jms","hardwood","stand on","stand","stand","VERB"
"w10034608_cls","hardwood","walk on it","walk","walk","VERB"
"w979168","harmonica","break","break","break","VERB"
"w213445ebm","harmonica","create","create","create","VERB"
"w10094482","harmonica","learn","learn","learn","VERB"
"w10094482","harmonica","learn","learn","learn","VERB"
"w213445ebm","harmonica","learn","learn","learn","VERB"
"w213445ebm","harmonica","learn","learn","learn","VERB"
"w213445ebm","harmonica","listen","listen","listen","VERB"
"w213445ebm","harmonica","listen","listen","listen","VERB"
"w10011164_tal","harmonica","listen","listen","listen","VERB"
"w10011164_tal","harmonica","listen","listen","listen","VERB"
"w213445ebm","harmonica","loud","loud","loud","ADV"
"w10094482","harmonica","music","music","music","NOUN"
"w213445ebm","harmonica","noise","noise","noise","VERB"
"w979168","harmonica","play","play","play","VERB"
"w979168","harmonica","play","play","play","VERB"
"w979168","harmonica","play","play","play","VERB"
"w979168","harmonica","play","play","play","VERB"
"w10011164_tal","harmonica","play","play","play","VERB"
"w10011164_tal","harmonica","play","play","play","VERB"
"w10011164_tal","harmonica","play","play","play","VERB"
"w10011164_tal","harmonica","play","play","play","VERB"
"w10094482","harmonica","play","play","play","VERB"
"w10094482","harmonica","play","play","play","VERB"
"w10094482","harmonica","play","play","play","VERB"
"w10094482","harmonica","play","play","play","VERB"
"w213445ebm","harmonica","play","play","play","VERB"
"w213445ebm","harmonica","play","play","play","VERB"
"w213445ebm","harmonica","play","play","play","VERB"
"w213445ebm","harmonica","play","play","play","VERB"
"w10011164_tal","harmonica","sell","sell","sell","VERB"
"w213445ebm","harmonica","watch","watch","watch","VERB"
"w10116250_AAG","harp","admire","admire","admire","VERB"
