Cue,Answer,Shuffle,Stimuli Notes,Value,Rand
footstool,,1311,6.304347826,1039,0.950781043
vodka,,1312,5.56,2872,0.424897598
porch,,1313,4.44,2036,0.064521605
shortbread,,1314,5.416666667,2356,0.792275281
cellophane,,1315,4.703703704,475,0.725467962
cabin,,1316,4.56,388,0.925507739
lyre,,1317,4.45,1561,0.008434586
braid,,1318,5.64,301,0.361765589
barricade,,1319,4.28,155,0.883498007
cow,,1320,5.434782609,671,0.696277817
grass,,1321,5.454545455,1160,0.341243592
statue,,1322,4.777777778,2513,0.836451101
buttock,,1323,5.25,379,0.755797204
vinyl,,1324,4.6,2863,0.275628372
feast,,1325,4.384615385,955,0.002328921
hypnotist,,1326,4.44,1343,0.831744842
intern,,1327,4.791666667,1364,0.237677901
eel,,1328,4.653846154,891,0.847576001
teenager,,1329,5.08,2657,0.195872862
vinegar,,1330,5.291666667,2862,0.063434032
vinaigrette,,1331,5.363636364,2860,0.824753001
palm,,1332,5.44,1854,0.645505331
darkroom,,1333,4.416666667,757,0.80684247
slime,,1334,4.37037037,2412,0.89658343
peanuts,,1335,6.12,1894,0.27524458
guest,,1336,4.857142857,1188,0.312985953
watchdog,,1337,4.333333333,2907,0.995875018
sourdough,,1338,5.12,2455,0.31710827
swab,,1339,4.76,2601,0.498997742
goatskin,,1340,4.44,1124,0.721864889
curb,,1341,4.72,728,0.315185935
barnacle,,1342,4.260869565,152,0.220068311
scorpion,,1343,4.32,2280,0.70423546
cookbook,,1344,5.68,631,0.148044152
streetcar,,1345,4.791666667,2564,0.154551188
hook,,1346,5,1307,0.480270417
schoolgirl,,1347,4.625,2271,0.147247376
cymbal,,1348,5.958333333,741,0.275181889
sprinkler,,1349,4.962962963,2489,0.337074846
hangnail,,1350,5.814814815,1246,0.424814296
remote,,1351,4.357142857,2154,0.539758417
bouquet,,1352,4.909090909,289,0.993143175
antenna,,1353,4.695652174,46,0.233105274
muscle,,1354,5.12,1721,0.267441686
sword,,1355,5.461538462,2611,0.743789426
interviewer,,1356,4.75,1365,0.256617028
vitamin,,1357,5.2,2869,0.600548125
diner,,1358,4.375,794,0.746568942
mixer,,1359,5,1672,0.248643521
broth,,1360,5.321428571,334,0.63743797
gardener,,1361,4.958333333,1077,0.252611858
saleswoman,,1362,4.608695652,2223,0.294600073
scratches,,1363,4.4,2284,0.10739622
drainpipe,,1364,4.875,837,0.225607726
pump,,1365,4.347826087,2096,0.763080975
quarter,,1366,5.333333333,2110,0.584780359
flute,,1367,5.75,1019,0.500044032
arachnid,,1368,4.904761905,69,0.222506784
treasure,,1369,4.666666667,2770,0.74270849
footpad,,1370,5.041666667,1036,0.053650831
cornbread,,1371,5.16,645,0.328992842
chairman,,1372,4.965517241,486,0.91581293
boyfriend,,1373,6.310344828,297,0.92357551
washbowl,,1374,5.692307692,2897,0.33341444
paper,,1375,5.695652174,1862,0.888785429
handclasp,,1376,4.681818182,1235,0.118953714
mistress,,1377,5,1669,0.146830456
pompom,,1378,5.16,2027,0.794000426
golfer,,1379,4.583333333,1136,0.852423722
southerner,,1380,5.045454545,2456,0.243218069
mink,,1381,4.904761905,1664,0.367518385
spear,,1382,5.208333333,2465,0.087926144
pot,,1383,6.16,2046,0.052592996
pet,,1384,6.214285714,1932,0.252455217
apron,,1385,5.96,67,0.690663314
harpsichord,,1386,4.904761905,1255,0.885561554
comb,,1387,5.923076923,606,0.836607902
gate,,1388,5.956521739,1085,0.228467401
confetti,,1389,4.76,626,0.133315159
hamster,,1390,5.583333333,1226,0.187879003
stream,,1391,4.678571429,2562,0.675991491
sled,,1392,6.086956522,2406,0.940566266
loin,,1393,4.391304348,1543,0.390491244
firstborn,,1394,4.518518519,988,0.444358474
headrest,,1395,5.346153846,1271,0.297710821
newt,,1396,4.391304348,1765,0.685149421
floorboard,,1397,5.791666667,1009,0.177991439
axle,,1398,4.904761905,108,0.159786934
radiologist,,1399,4.913043478,2123,0.268459121
keepsake,,1400,4.75,1403,0.353530379
longbow,,1401,5.285714286,1546,0.172928755
tortoise,,1402,4.541666667,2741,0.896019588
chest,,1403,5.851851852,513,0.740799147
kit,,1404,4.739130435,1424,0.351244605
secretary,,1405,5.2,2305,0.924368647
newspaper,,1406,5.76,1760,0.182265176
animal,,1407,5.958333333,41,0.056172512
duckweed,,1408,4.4,861,0.109146869
comforter,,1409,6.16,607,0.457027903
handkerchief,,1410,5.72,1238,0.781838357
terrycloth,,1411,4.692307692,2669,0.727236998
peppercorn,,1412,5.181818182,1922,0.599717574
talisman,,1413,4.708333333,2627,0.005932136
morsel,,1414,4.833333333,1685,0.02893838
bloodhound,,1415,4.833333333,242,0.954266813
neckband,,1416,5.217391304,1739,0.026922113
peelings,,1417,4.652173913,1906,0.398942529
brass,,1418,4.4,305,0.321619527
maize,,1419,5.416666667,1579,0.156397365
land,,1420,5.56,1460,0.035515029
tape,,1421,5.833333333,2632,0.30460712
hut,,1422,5.130434783,1341,0.526968441
tattoo,,1423,4.730769231,2637,0.262771603
earpiece,,1424,5.76,878,0.23746492
acne,,1425,4.391304348,7,0.86435638
bone,,1426,5.259259259,267,0.140077408
oat,,1427,4.8,1796,0.352517853
detergent,,1428,5.227272727,782,0.134090484
primrose,,1429,4.368421053,2065,0.199237215
eggshell,,1430,5.791666667,895,0.087416572
latex,,1431,5.086956522,1470,0.646968808
graveyard,,1432,4.608695652,1166,0.485713951
childbirth,,1433,4.391304348,521,0.697932722
pegboard,,1434,5.04,1909,0.555933724
chick,,1435,4.47826087,516,0.375770088
pencil,,1436,5.869565217,1913,0.835877001
newsletter,,1437,5.826086957,1758,0.278421308
yoga,,1438,4.44,2993,0.035434403
condom,,1439,6.346153846,622,0.103953581
cuisine,,1440,4.652173913,725,0.032570305
opium,,1441,4.269230769,1812,0.710041731
eyedrop,,1442,5.48,932,0.351524997
sneaker,,1443,6.48,2427,0.380118782
stomp,,1444,4.321428571,2544,0.910656975
doghouse,,1445,5.076923077,813,0.29819541
washstand,,1446,4.652173913,2902,0.326825996
lobe,,1447,4.47826087,1533,0.561515085
lady,,1448,5.32,1449,0.776370327
sweetener,,1449,5.2,2606,0.105558644
Leaf,,1450,5.584345479,1477,0.074225536
fixture,,1451,5,994,0.042478359
lawyer,,1452,4.625,1475,0.448114174
pillowcase,,1453,5.92,1963,0.856965735
staff,,1454,4.928571429,2496,0.3474029
maple,,1455,4.32,1601,0.056415774
abdomen,,1456,5.434782609,2,0.326098969
tugboat,,1457,4.555555556,2793,0.722676779
latrine,,1458,6.333333333,1471,0.125724427
Food,,1459,6.470350404,1027,0.4620995
icing,,1460,4.76,1348,0.303228036
finger,,1461,6,977,0.488160189
soles,,1462,4.913043478,2447,0.934824946
gavel,,1463,4.545454545,1089,0.157083684
wounds,,1464,4.391304348,2977,0.663523357
thumb,,1465,6.357142857,2687,0.252507917
neckwear,,1466,5.652173913,1743,0.143387279
scissor,,1467,6.173913043,2275,0.190702019
absinthe,,1468,4.590909091,3,0.397694971
boathouse,,1469,4.52173913,256,0.567941903
pushcart,,1470,5.272727273,2106,0.870120036
geranium,,1471,4.695652174,1099,0.007035307
joystick,,1472,6.12,1392,0.982163105
cent,,1473,5.12,477,0.762430445
wildcat,,1474,4.583333333,2938,0.77598471
forehead,,1475,5.777777778,1045,0.693073513
pullover,,1476,4.56,2093,0.876188413
pineapple,,1477,6.304347826,1971,0.761657813
merchant,,1478,4.5,1648,0.862362774
shallot,,1479,5.380952381,2319,0.326027795
nanny,,1480,4.6,1734,0.074386571
drywall,,1481,5.208333333,858,0.569608208
necktie,,1482,6.043478261,1742,0.48846066
potato,,1483,5.6,2047,0.406568985
celery,,1484,6.086956522,471,0.206824668
coin,,1485,6.4,595,0.12909015
grandson,,1486,5.785714286,1153,0.920052368
poultry,,1487,4.826086957,2053,0.292741478
councilwoman,,1488,4.583333333,664,0.502846209
orange,,1489,5.08,1814,0.39432897
muzzle,,1490,4.391304348,1730,0.007150831
metal,,1491,5.130434783,1650,0.340369684
sombrero,,1492,5.518518519,2449,0.141496717
corset,,1493,5.44,653,0.182805435
cliff,,1494,4.64,559,0.960386824
needle,,1495,5.739130435,1745,0.011099069
pudding,,1496,5.958333333,2088,0.756193093
Ladder,,1497,6.117567568,1447,0.768215251
shavings,,1498,4.6,2325,0.943267903
saddle,,1499,4.954545455,2212,0.102420564
houseboy,,1500,4.583333333,1328,0.370650802
candle,,1501,5.166666667,410,0.051390084
playwright,,1502,4.28,2005,0.095057385
xylophone,,1503,5.821428571,2986,0.190271809
cabdriver,,1504,5.12,387,0.939948613
yarn,,1505,6.115384615,2991,0.383242409
blackboard,,1506,5.392857143,228,0.385673173
girdle,,1507,5.52173913,1107,0.403202861
babe,,1508,4.555555556,110,0.699593713
cider,,1509,4.958333333,541,0.87542522
shaving,,1510,5.535714286,2324,0.097961156
policeman,,1511,5.428571429,2022,0.737181731
infant,,1512,6.038461538,1353,0.940811184
banjo,,1513,6.291666667,141,0.621942115
urinal,,1514,5.666666667,2828,0.356268891
staple,,1515,5.32,2507,0.060624644
featherbed,,1516,5.434782609,957,0.522463593
mayo,,1517,5.956521739,1627,0.0114764
poet,,1518,4.565217391,2017,0.114446289
chili,,1519,5.291666667,523,0.039859829
proprietor,,1520,4.884615385,2076,0.829707526
deliverer,,1521,4.52173913,769,0.488394424
muffin,,1522,5.875,1711,0.130783282
stepson,,1523,5.304347826,2530,0.024295195
scapula,,1524,4.684210526,2265,0.345127101
onion,,1525,5.476190476,1809,0.403393639
sofa,,1526,6.608695652,2443,0.269242736
key,,1527,6.28,1411,0.685961554
wheelbarrow,,1528,5.5,2922,0.212295551
sapphire,,1529,5.125,2241,0.188230501
glass,,1530,6.12,1110,0.762600674
pillow,,1531,6.391304348,1962,0.678314151
festival,,1532,4.5,968,0.215260227
copilot,,1533,4.791666667,637,0.342812906
bike,,1534,6.48,213,0.131719844
container,,1535,5.461538462,628,0.657923138
cooler,,1536,5.625,634,0.025128431
seamstress,,1537,4.4,2296,0.476152543
casket,,1538,4.714285714,451,0.859764503
motorcyclist,,1539,4.52,1697,0.12301919
rifle,,1540,5.958333333,2168,0.828316555
ax,,1541,6.08,105,0.328712069
mallard,,1542,4.772727273,1583,0.879715016
bluefish,,1543,4.48,250,0.33750333
olive,,1544,6.173913043,1806,0.607366297
ceramics,,1545,5.458333333,480,0.829752906
dollhouse,,1546,5.826086957,816,0.432427744
bookkeeper,,1547,4.458333333,274,0.909460057
grave,,1548,4.730769231,1163,0.822820564
badge,,1549,5.72,119,0.068140576
apparel,,1550,5.695652174,58,0.181353141
mace,,1551,5.12,1564,0.447006514
cab,,1552,5.6,385,0.314270493
knuckles,,1553,5.37037037,1440,0.570119233
saddlebag,,1554,5.409090909,2213,0.804349378
washbasin,,1555,5.833333333,2895,0.019666141
bandage,,1556,6.304347826,138,0.237539225
veranda,,1557,4.666666667,2849,0.629493648
castle,,1558,4.307692308,454,0.891498374
shampoo,,1559,6,2320,0.682907375
clove,,1560,5.086956522,573,0.439728904
trashcan,,1561,5.76,2765,0.487249114
defendant,,1562,4.291666667,767,0.552160103
planner,,1563,4.916666667,1988,0.860425002
slipper,,1564,6.166666667,2417,0.300014789
speakers,,1565,4.92,2464,0.793357976
gourd,,1566,5.208333333,1141,0.845290748
ammunition,,1567,4.592592593,35,0.761328422
bridesmaid,,1568,5.08,321,0.385259133
rosemary,,1569,5.379310345,2196,0.621066276
bodyguard,,1570,4.72,262,0.675454743
kids,,1571,6.44,1416,0.785210144
penknife,,1572,5.833333333,1915,0.274575435
waistcoat,,1573,6.44,2882,0.686740903
custard,,1574,4.956521739,734,0.504069649
earwax,,1575,5.041666667,884,0.032697844
therapist,,1576,5.148148148,2675,0.001884193
excrement,,1577,4.56,926,0.697474729
publication,,1578,4.48,2085,0.51547676
napkin,,1579,6.333333333,1735,0.373360894
graphite,,1580,4.590909091,1159,0.376220292
ham,,1581,5.541666667,1221,0.235296387
maiden,,1582,4.44,1575,0.930061812
carrot,,1583,6.043478261,441,0.864993606
bifocal,,1584,4.9,211,0.712265709
mucus,,1585,4.88,1709,0.753104153
cashmere,,1586,4.875,450,0.707715815
bankbook,,1587,5.363636364,143,0.142389759
cuttlefish,,1588,4.454545455,740,0.598069134
table,,1589,6.4,2616,0.393834668
you,,1590,5.52,2996,0.764758473
mushroom,,1591,5.333333333,1723,0.888848456
crayfish,,1592,5.043478261,686,0.454474041
ferryboat,,1593,5.083333333,966,0.878250354
dad,,1594,5.416666667,744,0.655497897
pecan,,1595,5.5,1899,0.936287182
icebox,,1596,5.181818182,1346,0.025832028
groceries,,1597,5.962962963,1178,0.093073414
eyeglass,,1598,5.958333333,933,0.128080485
windbreaker,,1599,5.307692308,2941,0.312548974
counselor,,1600,4.375,665,0.268198373
trophy,,1601,4.916666667,2782,0.370841221
receptacle,,1602,4.863636364,2145,0.045534544
den,,1603,4.333333333,772,0.182711284
thermostat,,1604,5.074074074,2678,0.31070626
kiln,,1605,4.304347826,1417,0.793820961
hatband,,1606,5.16,1259,0.067188942
handball,,1607,5.75,1230,0.476292682
plug,,1608,5.875,2009,0.704230717
stencil,,1609,5.583333333,2520,0.627211944
headboard,,1610,5.52,1264,0.205745741
flamethrower,,1611,4.740740741,997,0.186199098
coffeepot,,1612,6.037037037,593,0.595834936
tapestry,,1613,4.565217391,2633,0.868663703
videotape,,1614,5.44,2856,0.6316487
lilly,,1615,4.590909091,1509,0.699355847
chin,,1616,5.884615385,526,0.713025997
hammer,,1617,6.173913043,1223,0.62684215
diamond,,1618,5.304347826,786,0.89343913
ankle,,1619,5.833333333,42,0.214274939
cranberry,,1620,5.458333333,680,0.758890427
pearl,,1621,5.555555556,1896,0.834012142
breeches,,1622,4.666666667,316,0.707038796
entertainer,,1623,4.964285714,910,0.222930463
teammate,,1624,5.074074074,2648,0.310089302
shrimp,,1625,4.909090909,2366,0.536142911
frankfurter,,1626,5.708333333,1054,0.958335229
computer,,1627,6.714285714,616,0.861812353
valve,,1628,4.869565217,2835,0.325160975
library,,1629,4.391304348,1499,0.659670778
chicken,,1630,5.5,517,0.800908164
scab,,1631,4.958333333,2258,0.920222267
brandy,,1632,5.64,304,0.909487313
chowder,,1633,4.96,537,0.304652791
fawn,,1634,4.535714286,954,0.353209191
ship,,1635,5.2,2343,0.773124168
rook,,1636,4.772727273,2188,0.638035316
basement,,1637,4.6,159,0.024851843
dishwater,,1638,5.2,804,0.827602043
altar,,1639,4.782608696,30,0.447537372
appendage,,1640,5,59,0.16886872
bunion,,1641,4.36,359,0.693366125
customer,,1642,5.541666667,736,0.863158116
stairs,,1643,5.88,2501,0.741447389
stationery,,1644,4.608695652,2511,0.93204988
leash,,1645,5.708333333,1479,0.828447137
shuffleboard,,1646,5.130434783,2370,0.546648692
soy,,1647,4.785714286,2457,0.717932566
pouch,,1648,5.178571429,2052,0.791524024
steel,,1649,4.884615385,2517,0.89061818
colt,,1650,4.916666667,605,0.679699256
hanger,,1651,5.291666667,1245,0.935113828
privates,,1652,4.681818182,2068,0.300924862
woods,,1653,4.409090909,2963,0.490218442
bookcase,,1654,5.56,272,0.257722759
minnow,,1655,4.416666667,1665,0.837441305
matchbox,,1656,5.875,1621,0.348925136
beetle,,1657,5.166666667,194,0.449191658
ointment,,1658,5.869565217,1804,0.822485525
husky,,1659,4.892857143,1340,0.948119147
carp,,1660,4.52173913,435,0.027686914
spectroscope,,1661,4.9,2467,0.753909143
dog,,1662,6.4,811,0.650790749
jewel,,1663,5.44,1384,0.915429444
dust,,1664,4.827586207,868,0.814335177
sirloin,,1665,5.32,2386,0.561610657
ale,,1666,4.962962963,25,0.184411258
passenger,,1667,5.08,1880,0.578418709
escalator,,1668,5.52,920,0.992430852
surveyor,,1669,4.47826087,2596,0.652692001
tranquilizer,,1670,4.56,2760,0.94224517
deliveryman,,1671,4.44,770,0.204483253
lemonade,,1672,5.409090909,1490,0.878080533
kettle,,1673,5.44,1409,0.732708881
pendant,,1674,5.791666667,1914,0.664870126
cousin,,1675,5.375,669,0.902543183
fauna,,1676,5,953,0.47610094
apple,,1677,6.272727273,61,0.853470163
waistband,,1678,5.833333333,2881,0.015176289
buttocks,,1679,6.434782609,380,0.112196707
pocketbook,,1680,5.884615385,2014,0.033598567
lubricant,,1681,5.76,1554,0.491760634
plate,,1682,5.590909091,1996,0.772738219
panties,,1683,5.791666667,1859,0.139595531
cannabis,,1684,5.666666667,415,0.188451848
banknote,,1685,4.52173913,144,0.753400968
blowtorch,,1686,5.541666667,248,0.714685537
basketball,,1687,6.25,163,0.41583425
bowl,,1688,6.16,292,0.65770977
corsage,,1689,5.782608696,652,0.617875885
mustache,,1690,5.620689655,1726,0.470316757
almond,,1691,5.714285714,29,0.806020492
cornflower,,1692,4.739130435,648,0.477938493
vanilla,,1693,4.518518519,2837,0.184823244
knob,,1694,5.888888889,1437,0.141557617
fishpond,,1695,4.791666667,992,0.102949445
orchid,,1696,4.68,1817,0.628112724
Platform,,1697,4.579514825,1997,0.177549388
speedboat,,1698,5.434782609,2468,0.58292944
knapsack,,1699,5.84,1432,0.445796621
clamshell,,1700,4.347826087,547,0.250228718
projector,,1701,5.086956522,2072,0.077473059
potpourri,,1702,5.333333333,2049,0.806389552
cosmetics,,1703,5.75,656,0.093789132
marbles,,1704,5.75,1603,0.986377553
gooseberry,,1705,5.041666667,1139,0.47457871
mascot,,1706,4.32,1613,0.141521275
throne,,1707,5.217391304,2686,0.129766433
collarbone,,1708,5.48,601,0.69713396
frosting,,1709,5,1059,0.525114217
newsreader,,1710,4.826086957,1763,0.445899483
jersey,,1711,5.8,1382,0.816785918
cleavage,,1712,4.625,553,0.939095062
squeegee,,1713,5.875,2493,0.276480634
lozenge,,1714,5.4,1553,0.457275032
supervisor,,1715,4.269230769,2591,0.552668693
crouton,,1716,5.724137931,709,0.955756998
tailor,,1717,5.130434783,2626,0.537080301
postcard,,1718,5.76,2042,0.267111868
sideburns,,1719,5.166666667,2375,0.698956346
sketch,,1720,4.88,2393,0.530249031
shoe,,1721,6.458333333,2349,0.100789592
whisker,,1722,4.863636364,2928,0.684483772
bulldozer,,1723,4.565217391,352,0.957722322
tulip,,1724,5.217391304,2794,0.899104098
ground,,1725,5.875,1182,0.08678902
Wheelchair,,1726,6.132791328,2923,0.745832724
mullet,,1727,4.518518519,1717,0.941487122
hen,,1728,4.652173913,1279,0.072048832
newsboy,,1729,4.869565217,1756,0.069303889
tampon,,1730,6.208333333,2629,0.688698515
door,,1731,6.217391304,821,0.965211777
guitarist,,1732,4.75,1194,0.22733487
receptionist,,1733,4.68,2146,0.208293385
robber,,1734,4.464285714,2180,0.110363029
starch,,1735,4.416666667,2509,0.747013627
shutter,,1736,4.541666667,2371,0.953397862
spices,,1737,5.391304348,2471,0.614591779
tickler,,1738,4.76,2693,0.764192161
tabloid,,1739,4.52173913,2621,0.073861728
examiner,,1740,4.565217391,924,0.198590956
bullet,,1741,5.772727273,353,0.384139642
beret,,1742,5.695652174,204,0.534744098
trolley,,1743,5.416666667,2780,0.015846997
musician,,1744,4.47826087,1724,0.807811062
stirrer,,1745,4.615384615,2537,0.139093933
diploma,,1746,5.96,798,0.946243713
eye,,1747,5.72,929,0.443037439
surgeon,,1748,5,2595,0.062436921
baggage,,1749,5.965517241,122,0.141549146
statuette,,1750,4.739130435,2514,0.930875652
knitting,,1751,4.304347826,1436,0.568372099
electrocardiogram,,1752,4.347826087,898,0.132707639
belongings,,1753,5.173913043,201,0.384209393
whip,,1754,5,2925,0.659916917
outhouse,,1755,4.64,1829,0.122401729
tenant,,1756,4.8,2662,0.79293781
midwife,,1757,5,1659,0.497275333
triceps,,1758,5.52,2774,0.029767692
honeysuckle,,1759,5.375,1305,0.241027144
beautician,,1760,4.608695652,183,0.543328676
softball,,1761,5.75,2444,0.483229766
tile,,1762,4.76,2697,0.15917771
slush,,1763,4.541666667,2419,0.001805092
axes,,1764,4.833333333,107,0.618408666
attire,,1765,5.086956522,95,0.100168074
soccer,,1766,4.64,2438,0.415669367
holder,,1767,4.28,1296,0.95017996
runner,,1768,4.608695652,2207,0.70961419
stagecoach,,1769,4.538461538,2498,0.60122922
shoehorn,,1770,5.75,2350,0.543116011
omelette,,1771,6.291666667,1808,0.947799837
cork,,1772,5.636363636,642,0.923224549
wingman,,1773,4.391304348,2950,0.101834309
conditioner,,1774,5.130434783,621,0.504590021
woodwind,,1775,4.96,2965,0.667330825
pharmacy,,1776,5.083333333,1939,0.449731118
beard,,1777,5.565217391,182,0.253414868
sundae,,1778,5.96,2585,0.926628743
femur,,1779,4.5,961,0.366649357
mantle,,1780,4.807692308,1597,0.089531245
pasta,,1781,5.72,1884,0.681882127
visor,,1782,5.041666667,2868,0.586790716
douche,,1783,4.652173913,832,0.213988969
juice,,1784,5.739130435,1393,0.707719454
detonator,,1785,4.68,783,0.546374195
pacemaker,,1786,4.363636364,1835,0.76799882
scraper,,1787,5.12,2283,0.885606179
leaves,,1788,5.846153846,1481,0.367331318
wolfhound,,1789,4.346153846,2954,0.892555993
bodybuilder,,1790,4.958333333,261,0.919785857
ear,,1791,6.652173913,875,0.148663187
lounge,,1792,4.714285714,1550,0.373258494
bookmarker,,1793,4.576923077,277,0.939564425
lance,,1794,4.571428571,1459,0.73549376
flooring,,1795,4.565217391,1010,0.859155028
scrotum,,1796,5.291666667,2290,0.413941451
souffle,,1797,5.571428571,2453,0.303494464
helmet,,1798,6.111111111,1278,0.832370851
spreader,,1799,4.375,2487,0.522607576
sharpener,,1800,4.785714286,2323,0.656486944
trailer,,1801,5.296296296,2755,0.639574196
crewman,,1802,4.291666667,693,0.58201584
chihuahua,,1803,6.25,519,0.066027752
piglet,,1804,4.68,1956,0.56265915
cement,,1805,5.04,476,0.716445356
bacon,,1806,5.916666667,118,0.688014225
journalist,,1807,4.5,1391,0.272833389
chalet,,1808,4.416666667,489,0.980553455
mask,,1809,5.92,1614,0.454173155
cymbals,,1810,5.695652174,742,0.757322857
script,,1811,5.041666667,2289,0.451207192
prostitute,,1812,5,2080,0.685538766
item,,1813,5.739130435,1369,0.286827578
sportswoman,,1814,4.68,2483,0.084318788
strap,,1815,4.923076923,2559,0.385944754
bra,,1816,6.52173913,298,0.093715532
pond,,1817,4.5,2029,0.543873026
bookshelf,,1818,5.727272727,279,0.263397152
moccasin,,1819,5.458333333,1673,0.97115448
camisole,,1820,5.476190476,407,0.11875186
mouthpiece,,1821,5.304347826,1706,0.970919367
tearoom,,1822,4.458333333,2652,0.35124029
banana,,1823,6.107142857,136,0.945904325
paw,,1824,5,1889,0.144536089
earmuff,,1825,6.260869565,876,0.752282936
potboiler,,1826,4.84,2048,0.199742675
nettle,,1827,4.529411765,1752,0.15679288
igloo,,1828,4.851851852,1349,0.30096055
employee,,1829,5.045454545,903,0.420658734
fingertip,,1830,5.928571429,981,0.55677321
shingle,,1831,4.625,2341,0.575695646
bistro,,1832,4.518518519,226,0.266151381
booklet,,1833,5.5,275,0.179367431
tinderbox,,1834,4.958333333,2702,0.83776024
gingerbread,,1835,5.48,1105,0.086538967
coffee,,1836,5.538461538,592,0.10162462
dressmaker,,1837,4.875,846,0.56333446
pedometer,,1838,5.681818182,1904,0.404973688
tourniquet,,1839,4.956521739,2745,0.067069767
cleavers,,1840,5.48,554,0.531713648
husk,,1841,4.304347826,1339,0.813667226
mantel,,1842,5,1595,0.899141268
burlap,,1843,5.333333333,367,0.714399014
heads,,1844,4.28,1272,0.346752524
track,,1845,4.916666667,2751,0.091398052
shopper,,1846,4.541666667,2354,0.086521622
lifebuoy,,1847,4.260869565,1505,0.626818545
crankshaft,,1848,4.666666667,682,0.492233898
museum,,1849,4.333333333,1722,0.455905801
fish,,1850,5.592592593,989,0.021287722
dictionary,,1851,6.04,790,0.142711561
scotch,,1852,5.4,2281,0.068387276
hookers,,1853,5.08,1309,0.038086137
rope,,1854,6.2,2192,0.92769485
beaker,,1855,5.416666667,180,0.721862353
weaponry,,1856,5,2915,0.043267068
tuna,,1857,4.916666667,2797,0.252862233
antique,,1858,4.423076923,50,0.737049157
rose,,1859,5.76,2194,0.446710875
sweatband,,1860,6.041666667,2603,0.370117836
firearm,,1861,5.814814815,983,0.894116046
underclothes,,1862,6,2819,0.775978801
cauliflower,,1863,5.269230769,466,0.493955035
scarecrow,,1864,5,2267,0.916651033
sheepdog,,1865,5.375,2329,0.598176143
pebble,,1866,5.47826087,1898,0.093159647
vomit,,1867,4.666666667,2874,0.511624602
headlight,,1868,4.538461538,1267,0.957296127
hamper,,1869,4.4,1225,0.499824986
parent,,1870,5.04,1875,0.676805663
wench,,1871,4.956521739,2919,0.906733623
fiancee,,1872,5.652173913,969,0.103119855
dandelion,,1873,5.826086957,755,0.087062587
noodle,,1874,6.24,1776,0.506850857
grandnephew,,1875,5.08,1149,0.75238784
hardwood,,1876,5.076923077,1250,0.122818434
headpiece,,1877,5.347826087,1270,0.779046176
calculator,,1878,6.24,400,0.593522466
him,,1879,4.47826087,1289,0.333565692
margarine,,1880,5.56,1604,0.934081327
sledgehammer,,1881,5.916666667,2408,0.17242402
pepperoni,,1882,5.875,1924,0.806387538
trainee,,1883,4.72,2757,0.111120288
storybook,,1884,5.703703704,2554,0.400238446
page,,1885,4.96,1844,0.804197914
flag,,1886,5.851851852,995,0.828452377
dough,,1887,6.086956522,833,0.768311203
pilot,,1888,4.52173913,1964,0.883513781
chevy,,1889,4.956521739,515,0.639686851
wineglass,,1890,6.416666667,2948,0.237036115
ambulance,,1891,5,33,0.013539162
asphalt,,1892,5.384615385,86,0.66434608
broiler,,1893,5.25,329,0.802308747
hinge,,1894,4.333333333,1290,0.661863514
dormitory,,1895,4.821428571,831,0.7958209
garlic,,1896,6.32,1080,0.116666583
footboard,,1897,5.086956522,1033,0.996271972
tool,,1898,6.304347826,2730,0.976235348
hotel,,1899,5.695652174,1322,0.942897944
liquor,,1900,5.961538462,1525,0.708007667
ford,,1901,4.416666667,1042,0.046718248
riverbank,,1902,4.64,2173,0.717028164
opal,,1903,4.6,1810,0.037359721
cafeteria,,1904,4.8,397,0.801950942
bourbon,,1905,5.173913043,290,0.067892243
guardhouse,,1906,4.28,1185,0.359257949
backdoor,,1907,5.2,114,0.295879486
lime,,1908,5.52,1512,0.812077309
cat,,1909,5.913043478,455,0.657958036
sideboard,,1910,5.222222222,2374,0.847312474
taillight,,1911,5,2625,0.193503332
catapult,,1912,4.84,457,0.582681483
godfather,,1913,5.043478261,1127,0.838890084
butterscotch,,1914,4.769230769,378,0.066806623
megaphone,,1915,6.2,1640,0.900017946
strings,,1916,5.260869565,2569,0.130011958
pastrami,,1917,5.142857143,1885,0.139713598
stilt,,1918,4.652173913,2536,0.000468556
hairline,,1919,4.92,1213,0.200192672
larvae,,1920,4.375,1466,0.07829608
ocean,,1921,5.217391304,1799,0.570371973
optician,,1922,4.851851852,1813,0.623184015
canoe,,1923,5.818181818,417,0.726793628
carpenter,,1924,5.464285714,436,0.758607588
lollipop,,1925,6.48,1545,0.523001154
tweezer,,1926,5.272727273,2810,0.766244776
wheel,,1927,5.458333333,2921,0.954848444
fist,,1928,6.08,993,0.53562043
toaster,,1929,6.04,2710,0.130654908
machete,,1930,5.791666667,1565,0.198098874
chalk,,1931,5.92,491,0.617558901
Swan,,1932,,3004,0.764397231
barrel,,1933,5.304347826,153,0.49886335
scribbling,,1934,4.814814815,2288,0.993607388
tractor,,1935,5.590909091,2753,0.880841086
kidney,,1936,4.68,1415,0.23946005
tag,,1937,4.72,2623,0.400888747
pupil,,1938,4.8,2102,0.944100244
sex,,1939,5.16,2316,0.788611907
scarf,,1940,6.434782609,2268,0.420756978
holding,,1941,4.428571429,1297,0.75355436
stroller,,1942,6.5,2570,0.532036853
ski,,1943,5.52,2397,0.388689884
stirrup,,1944,4.958333333,2538,0.709877255
